"taxid","species_name","accession_num","seq_name","seq_len"
"323801","Tramitichromis intermedius","","",""
"323800","Trematocranus placodon","","",""
"323798","Taeniochromis holotaenia","","",""
"323797","Taeniolethrinops furcicauda","","",""
"323792","Maylandia lanisticola","","",""
"323791","Protomelas insignis","","",""
"323788","Otopharynx argyrosoma","","",""
"323785","Mylochromis ericotaenia","","",""
"323781","Lethrinops mylodon","","",""
"323779","Lethrinops longimanus","","",""
"323778","Lethrinops altus","","",""
"323776","Labidochromis vellicans","","",""
"323775","Gephyrochromis lawsi","","",""
"323773","Diplotaxodon argenteus","","",""
"323772","Diplotaxodon apogon","","",""
"323771","Diplotaxodon aeneus","","",""
"323768","Ctenopharynx intermedius","","",""
"323766","Corematodus taeniatus","","",""
"323764","Chilotilapia rhoadesii","","",""
"323762","Copadichromis chrysonotus","","",""
"323759","Buccochromis nototaenia","","",""
"323756","Alticorpus mentale","","",""
"318749","Amphilophus hogaboomorum","","",""
"318743","Mayaheros urophthalmus","2582970775","",""
"318736","Maskaheros argenteus","296012235","",""
"318730","Rheoheros lentiginosus","189165264","",""
"318681","Amatitlania nanolutea","1351314713","",""
"318680","Amphilophus lyonsi","1351314719","",""
"318677","Nandopsis haitiensis","75994256","",""
"318676","Australoheros facetus","208479739","",""
"318672","Cichlasoma taenia","","",""
"318583","Andinoacara coeruleopunctatus","1519156095","",""
"318582","Australoheros tembe","","",""
"318500","Mesoheros atromaculatus","1351315515","",""
"316409","Haplochromis obliquidens","","",""
"316406","Cheilochromis euchilus","","",""
"316396","Orthochromis mosoensis","","",""
"316395","Orthochromis luichensis","","",""
"316394","Orthochromis rubrolabialis","","",""
"316393","Orthochromis rugufuensis","","",""
"316392","Orthochromis kasuluensis","","",""
"316391","Orthochromis uvinzae","","",""
"313996","Tyrannochromis maculiceps","","",""
"313994","Stigmatochromis modestus","","",""
"313993","Lethrinops parvidens","","",""
"313992","Aulonocara hueseri","","",""
"313991","Labidochromis chisumulae","1108491401","",""
"311996","Sargochromis giardi","","",""
"311526","Nimbochromis linni","","",""
"311525","Serranochromis stappersi","","",""
"311523","Serranochromis altus","","",""
"311521","Sargochromis mellandi","","",""
"311520","Serranochromis meridianus","","",""
"311519","Sargochromis mortimeri","","",""
"311518","Sargochromis coulteri","","",""
"311515","Chetia brevicauda","","",""
"311509","Serranochromis macrocephalus","","",""
"311508","Serranochromis angusticeps","","",""
"311506","Thoracochromis demeusii","","",""
"311505","Chetia brevis","","",""
"311504","Sargochromis codringtonii","","",""
"311503","Thoracochromis buysi","343223258","",""
"311502","Sargochromis carlottae","","",""
"311500","Chetia flaviventris","","",""
"311498","Thoracochromis albolabris","","",""
"311497","Pharyngochromis acuticeps","","",""
"311495","Serranochromis thumbergi","","",""
"309900","Neolamprologus nigriventris","","",""
"309899","Neolamprologus niger","","",""
"309894","Cyprichromis zonatus","","",""
"309881","Cyprichromis pavo","","",""
"309879","Cyprichromis microlepidotus","","",""
"309875","Paracyprichromis nigripinnis","","",""
"306559","Symphysodon discus","208479747","",""
"304217","Rhamphochromis longiceps","","",""
"303559","Haplochromis flavus","","",""
"303557","Haplochromis elegans","","",""
"303556","Haplochromis aeneocolor","","",""
"303186","Nandopsis ramsdeni","75994252","",""
"302988","Tylochromis pulcher","2030286401","",""
"302987","Pelmatochromis nigrofasciatus","873292902","",""
"302985","Rubricatochromis guttatus","","",""
"302984","Gobiocichla ethelwynnae","","",""
"302982","Etia nguti","296012273","",""
"302979","Tomocichla asfraci","","",""
"302965","Paretroplus tsimoly","","",""
"302778","Etroplus canarensis","2216737150","",""
"299339","Haplotaxodon trifasciatus","","",""
"299337","Greenwoodochromis christyi","","",""
"299336","Benthochromis melanoides","","",""
"296566","Myaka myaka","","",""
"296564","Konia dikume","","",""
"296563","Konia eisentrauti","","",""
"296561","Pungu maclareni","","",""
"296559","Stomatepia mongo","","",""
"296555","Sarotherodon linnellii","","",""
"296554","Sarotherodon caroli","","",""
"296553","Sarotherodon lohbergeri","208479701","",""
"293472","Hemichromis elongatus","1508230018","",""
"293471","Bathybates hornii","","",""
"293470","Bathybates leo","","",""
"293469","Bathybates vittatus","","",""
"293468","Bathybates graueri","1061272752","",""
"293467","Bathybates minor","2892916120","",""
"287489","Petrochromis fasciolatus","2892915943","",""
"287480","Petrochromis macrognathus","2892915939","",""
"286728","Placidochromis polli","","",""
"286602","Xenotilapia nigrolabiata","","",""
"286601","Sciaenochromis fryeri","","",""
"286583","Otopharynx heterodon","","",""
"286582","Nimbochromis fuscotaeniatus","","",""
"286578","Hemibates stenosoma","","",""
"286576","Greenwoodochromis bellcrossi","","",""
"286574","Baileychromis centropomoides","","",""
"286572","Aulonocara stuartgranti","","",""
"284754","Satanoperca pappaterra","359743030","",""
"284753","Satanoperca daemon","","",""
"284752","Geophagus abalios","","",""
"284751","Geophagus dicrozoster","","",""
"284750","Biotoecus dicentrarchus","208479723","",""
"284748","Cichla intermedia","","",""
"284746","Apistogramma agassizii","1495844520","",""
"284745","Mesonauta egregius","313181571","",""
"284744","Cichlasoma orinocense","","",""
"284743","Apistogramma hoignei","","",""
"284740","Mikrogeophagus ramirezi","1108491473","",""
"284734","Crenicichla sveni","","",""
"284732","Geophagus surinamensis","2037390089","",""
"284725","Gymnogeophagus balzanii","973742871","",""
"284720","Gymnogeophagus rhabdotus","","",""
"284718","Crenicichla geayi","","",""
"284704","Apistogrammoides pucallpaensis","208479727","",""
"284697","Satanoperca mapiritensis","","",""
"284696","Geophagus brachybranchus","","",""
"284692","Geophagus grammepareius","","",""
"284691","Biotodoma cupido","1495844584","",""
"281269","Haplochromis guiarti","","",""
"281253","Amphilophus zaliosus","","",""
"278785","Lamprologus stappersi","","",""
"277995","Pseudocrenilabrus nicholsi","","",""
"277994","Pseudocrenilabrus philander","343223190","",""
"272725","Neolamprologus modestus","2892916014","",""
"272724","Lamprologus lemairii","2892916043","",""
"272723","Neolamprologus mondabu","2892916011","",""
"272722","Julidochromis ornatus","2892916057","",""
"272721","Neolamprologus fasciatus","2892916022","",""
"272720","Lepidiolamprologus attenuatus","","",""
"272719","Lepidiolamprologus profundicola","2892916035","",""
"272718","Neolamprologus petricola","2892916006","",""
"272717","Telmatochromis dhonti","2892915893","",""
"257977","Haplochromis chilotes","","",""
"252142","Vieja fenestrata","299026803","",""
"247411","Amphilophus trimaculatus","296012215","",""
"247410","Vieja guttulata","","",""
"247407","Thorichthys helleri","189165272","",""
"247403","Herichthys bartoni","388524216","",""
"247402","Herichthys steindachneri","388242478","",""
"247401","Thorichthys callolepis","","",""
"247400","Paraneetroplus bulleri","","",""
"247398","Herichthys pantostictus","312614906","",""
"247396","Herichthys tamasopoensis","296012221","",""
"247393","Herichthys minckleyi","312614610","",""
"244518","Petrochromis trewavasae","2892915958","",""
"244514","Petrochromis polyodon","2892915934","",""
"244513","Petrochromis famula","2892915953","",""
"244511","Limnotilapia dardennii","2892916032","",""
"242822","Bujurquina vittata","75994260","",""
"242821","Laetacara dorsigera","","",""
"242820","Andinoacara rivulatus","722491764","",""
"242819","Aequidens metae","","",""
"240489","Callochromis melanostigma","","",""
"240485","Xenotilapia longispinis","","",""
"240484","Xenotilapia caudafasciata","","",""
"240481","Xenotilapia flavipinnis","2892915743","",""
"240480","Xenotilapia boulengeri","2892915746","",""
"240473","Lestradea stappersii","","",""
"238235","Satanoperca leucosticta","33090403","",""
"238234","Crenicichla alta","33090401","",""
"238233","Heros severus","1108491323","",""
"238232","Etroplus suratensis","1016472345","",""
"238231","Paretroplus nourissati","33090395","",""
"238230","Paretroplus damii","33090393","",""
"238228","Paretroplus kieneri","33090391","",""
"238227","Paretroplus menarambo","33090387","",""
"238226","Paretroplus dambabe","33090383","",""
"238225","Paretroplus maromandia","33090385","",""
"238224","Paretroplus maculatus","2030286397","",""
"238221","Ptychochromoides vondrozo","33286601","",""
"238218","Ptychochromis inornatus","33286587","",""
"238217","Ptychochromis grandidieri","2030286399","",""
"227845","Thoracochromis brauschi","","",""
"227775","Haplochromis gracilior","","",""
"227774","Haplochromis squamipinnis","","",""
"227772","Haplochromis crebridens","","",""
"227771","Haplochromis vittatus","","",""
"227770","Haplochromis microchrysomelas","","",""
"227769","Haplochromis occultidens","","",""
"227768","Haplochromis olivaceus","","",""
"227767","Haplochromis graueri","","",""
"227766","Haplochromis paucidens","","",""
"227765","Haplochromis scheffersi","","",""
"227762","Haplochromis insidiae","","",""
"227759","Haplochromis rubescens","","",""
"227758","Haplochromis nigroides","","",""
"227757","Haplochromis astatodon","","",""
"219385","Bathybates fasciatus","2892916126","",""
"219380","Anomalochromis thomasi","1061272748","",""
"219373","Nanochromis parilus","1061272782","",""
"219369","Teleogramma brichardi","756130384","",""
"219366","Pelvicachromis taeniatus","","",""
"205486","Cynotilapia afra","1061272766","",""
"205334","Astatotilapia flaviijosephi","2642374973","",""
"195092","Trematocara macrostoma","","",""
"195090","Lamprologus ocellatus","","",""
"184153","Neolamprologus splendens","","",""
"184152","Neolamprologus savoryi","","",""
"184151","Neolamprologus pulcher","2892916005","",""
"184150","Neolamprologus olivaceous","","",""
"184149","Neolamprologus marunguensis","","",""
"184148","Neolamprologus helianthus","","",""
"184147","Neolamprologus gracilis","","",""
"175425","Haplochromis oligacanthus","","",""
"172543","Mesoheros festae","75994262","",""
"172541","Vieja breidohri","","",""
"172539","Caquetaia myersi","296012257","",""
"172537","Cleithracara maronii","2037390883","",""
"172535","Parachromis managuensis","2986227978","",""
"172533","Aequidens diadema","1862627678","",""
"172532","Hypselecara temporalis","75994268","",""
"172531","Aequidens tetramerus","2037391109","",""
"172530","Laetacara thayeri","208479715","",""
"172526","Maskaheros regani","296012245","",""
"172524","Trichromis salvini","2582970911","",""
"172522","Andinoacara pulcher","208479707","",""
"168804","Teleocichla proselytus","","",""
"168803","Teleocichla monogramma","296012271","",""
"168802","Nannacara anomala","","",""
"168092","Orthochromis machadoi","","",""
"167929","Oreochromis mortimeri","1829760285","",""
"167928","Oreochromis karongae","735664842","",""
"167849","Orthochromis mazimeroensis","","",""
"167848","Pseudosimochromis curvifrons","2892915912","",""
"167846","Plecodus straeleni","2892915921","",""
"167844","Orthochromis polyacanthus","","",""
"165734","Mylochromis anaphyrmus","","",""
"163648","Tyrannochromis nigriventer","","",""
"163647","Tramitichromis variabilis","","",""
"163646","Tramitichromis brevis","","",""
"163645","Taeniolethrinops praeorbitalis","","",""
"163644","Taeniolethrinops laticeps","","",""
"163642","Sciaenochromis psammophilus","","",""
"163641","Rhamphochromis macrophthalmus","","",""
"163639","Sciaenochromis benthicola","","",""
"163638","Rhamphochromis esox","","",""
"163637","Protomelas taeniolatus","","",""
"163636","Pallidochromis tokolosh","","",""
"163630","Otopharynx speciosus","","",""
"163629","Lethrinops microdon","","",""
"163628","Lethrinops longipinnis","","",""
"163627","Lethrinops furcifer","","",""
"163626","Exochochromis anagenys","","",""
"163624","Diplotaxodon macrops","","",""
"163623","Diplotaxodon limnothrissa","","",""
"163621","Diplotaxodon greenwoodi","","",""
"163619","Dimidiochromis kiwinge","","",""
"163618","Copadichromis virginalis","1011058850","",""
"163617","Copadichromis quadrimaculatus","","",""
"163616","Copadichromis borleyi","","",""
"163615","Buccochromis oculatus","","",""
"161897","Crenicichla lepidota","2030286395","",""
"160802","Coptodon bemini","1061272802","",""
"160801","Oreochromis jipe","","",""
"160745","Oreochromis variabilis","","",""
"160743","Oreochromis mweruensis","","",""
"158894","Oreochromis andersonii","1347730063","",""
"158784","Tristramella simonis","209553669","",""
"158782","Trematocara unimaculatum","","",""
"158780","Coptodon walteri","","",""
"158779","Pelmatolapia mariae","1220321083","",""
"158778","Coptodon louka","768700905","",""
"158776","Heterotilapia cessiana","","",""
"158775","Pelmatolapia cabrae","","",""
"158774","Tilapia busumana","768700925","",""
"158772","Tilapia brevimanus","","",""
"158771","Thysochromis ansorgii","1758000008","",""
"158770","Steatocranus tinanti","","",""
"158769","Sarotherodon occidentalis","","",""
"158768","Sarotherodon caudomarginatus","","",""
"158767","Oreochromis schwebischi","1508230424","",""
"158766","Oreochromis macrochir","1347730077","",""
"158765","Iranocichla hormuzensis","1115242306","",""
"158763","Cyclopharynx fwae","","",""
"158760","Benthochromis tricoti","","",""
"152463","Ophthalmotilapia boops","2892915989","",""
"143659","Stomatepia pindu","","",""
"143646","Stomatepia mariae","1061272800","",""
"143624","Maylandia estherae","","",""
"143555","Aristochromis christyi","","",""
"143550","Xenotilapia ornatipinnis","","",""
"143546","Sarotherodon steinbachi","","",""
"143508","Haplochromis piceatus","","",""
"143507","Haplochromis ishmaeli","","",""
"143506","Grammatotria lemairii","2892916066","",""
"143505","Gnathochromis permaxillaris","","",""
"143503","Dimidiochromis strigatus","","",""
"143496","Aulonocara baenschi","","",""
"137558","Otopharynx brooksi","","",""
"137468","Apistogramma regani","","",""
"137415","Apistogramma caetei","","",""
"137276","Aulonocara jacobfreibergi","","",""
"137275","Nimbochromis livingstonii","","",""
"137273","Nimbochromis venustus","1108491495","",""
"137271","Fossorochromis rostratus","948550211","",""
"136868","Protomelas annectens","","",""
"136867","Mylochromis labidodon","","",""
"136863","Buccochromis atritaeniatus","","",""
"136862","Nimbochromis polystigma","","",""
"136860","Tramitichromis lituris","","",""
"131405","Herichthys carpintis","75994232","",""
"131241","Cichlasoma portalegrense","","",""
"131240","Hypsophrys nicaraguensis","1519156269","",""
"120229","Stigmatochromis woodi","","",""
"120225","Protomelas fenestratus","","",""
"120216","Haplochromis beadlei","","",""
"120215","Mylochromis lateristriga","","",""
"120210","Labeotropheus trewavasae","","",""
"120196","Haplochromis lividus","","",""
"120195","Haplochromis simpsoni","","",""
"120192","Haplochromis velifer","","",""
"119969","Geophagus argyrostictus","1495844762","",""
"119479","Herichthys labridens","320559699","",""
"113515","Cichlasoma bimaculatum","33090407","",""
"106584","Dimidiochromis compressiceps","1108491239","",""
"106582","Maylandia zebra","1108491437","",""
"97002","Taeniacara candidi","208479737","",""
"96998","Petenia splendida","2582970853","",""
"96994","Teleocichla cinderella","1495844910","",""
"96991","Gymnogeophagus gymnogenys","208479733","",""
"95543","Tropheops tropheops","","",""
"87888","Oreochromis latilabris","","",""
"87887","Oreochromis ndalalani","","",""
"87886","Oreochromis grahami","2431515503","",""
"87884","Oreochromis amphimelas","","",""
"85440","Astatotilapia bloyeti","","",""
"84390","Cribroheros bussingi","1519156179","",""
"84389","Cribroheros alfari","1519156177","",""
"81351","Retroculus xinguensis","1495844854","",""
"81349","Gymnogeophagus labiatus","1568959698","",""
"81347","Biotodoma wavrini","208479729","",""
"81345","Aequidens michaeli","1495844460","",""
"81343","Acarichthys heckelii","2624869299","",""
"81341","Satanoperca jurupari","2624870121","",""
"81340","Satanoperca acuticeps","","",""
"81339","Geophagus brasiliensis","208479731","",""
"81338","Crenicichla regani","1495844692","",""
"81337","Crenicichla lugubris","","",""
"81336","Cichla temensis","1495844722","",""
"81335","Cichla orinocensis","685192650","",""
"81334","Cichla monoculus","1609531921","",""
"81333","Chaetobranchus semifasciatus","333036285","",""
"81332","Astronotus crassipinnis","295081094","",""
"80772","Paratilapia polleni","33286609","",""
"77313","Haplochromis sauvagei","","",""
"77308","Haplochromis plagiodon","","",""
"77304","Haplochromis katavi","","",""
"74137","Uaru amphiacanthoides","75994270","",""
"74135","Teleocichla centrarchus","","",""
"74131","Pterophyllum scalare","761546251","",""
"74129","Mikrogeophagus altispinosus","208479735","",""
"74127","Mesonauta insignis","","",""
"74125","Laetacara curviceps","","",""
"74123","Hypselecara coryphaenoides","1495844808","",""
"74121","Hoplarchus psittacus","208479743","",""
"74119","Acaronia nassa","1495844576","",""
"74116","Geophagus altifrons","1495844748","",""
"74115","Cichlasoma amazonarum","","",""
"74112","Caquetaia spectabilis","2624869511","",""
"74111","Amatitlania nigrofasciata","2642374931","",""
"74108","Chaetobranchopsis orbicularis","","",""
"74106","Chaetobranchus flavescens","208479703","",""
"73563","Heterochromis multidens","208479699","",""
"70788","Reganochromis calliurus","","",""
"70786","Haplotaxodon microlepis","","",""
"70784","Julidochromis transcriptus","","",""
"68046","Ophthalmotilapia nasuta","2892915983","",""
"68045","Ophthalmotilapia heterodonta","2892915984","",""
"64557","Steatocranus casuarius","","",""
"64555","Orthochromis malagaraziensis","","",""
"64553","Ctenochromis pectoralis","","",""
"64551","Tilapia sparrmanii","343223192","",""
"64550","Tilapia ruweti","","",""
"64549","Coptodon guineensis","768700933","",""
"64548","Coptodon discolor","","",""
"64544","Oreochromis spilurus","","",""
"64543","Oreochromis malagarasi","","",""
"64541","Hemichromis fasciatus","2989752370","",""
"64538","Haplochromis brownae","","",""
"64535","Astatoreochromis straeleni","","",""
"64102","Cribroheros rostratus","1519156423","",""
"64101","Cribroheros robertsoni","312295559","",""
"64100","Cribroheros rhytisma","1519156191","",""
"64098","Cribroheros altifrons","1351315093","",""
"63183","Tomocichla tuba","","",""
"63178","Parachromis loisellei","1519156303","",""
"63177","Parachromis dovii","1519156293","",""
"63165","Caquetaia kraussii","296012255","",""
"63162","Cichlasoma boliviense","","",""
"63161","Amatitlania septemfasciata","1519156089","",""
"63160","Amatitlania sajica","1519156085","",""
"63156","Amatitlania myrnae","1519156071","",""
"63155","Archocentrus centrarchus","1519156101","",""
"63152","Cribroheros longimanus","1519156189","",""
"63151","Cribroheros diquis","1519156181","",""
"61820","Amphilophus labiatus","381342575","",""
"61819","Amphilophus citrinellus","2194008918","",""
"61817","Cryptoheros spilurus","296012203","",""
"61805","Thorichthys meeki","2582970903","",""
"57311","Maylandia xanstomachus","","",""
"57310","Pseudotropheus williamsi","","",""
"57309","Maylandia barlowi","","",""
"57308","Lethrinops gossei","","",""
"57307","Labeotropheus fuelleborni","","",""
"57305","Iodotropheus sprengerae","","",""
"57303","Genyochromis mento","","",""
"57301","Cyathochromis obliquidens","","",""
"52957","Spathodus marlieri","","",""
"52956","Spathodus erythrodon","2892915905","",""
"52954","Eretmodus cyanostictus","2892916077","",""
"51795","Oxylapia polli","33286597","",""
"51791","Cyprichromis leptosoma","2892916084","",""
"51762","Oreochromis leucostictus","873293498","",""
"51190","Haplochromis taurinus","","",""
"51185","Haplochromis xenognathus","","",""
"51172","Haplochromis nubilus","","",""
"50903","Serranochromis robustus","","",""
"50901","Ptychochromoides betsileanus","33286599","",""
"50899","Paretroplus polyactis","33286577","",""
"50897","Labidochromis caeruleus","1108491397","",""
"50812","Pseudocrenilabrus multicolor","1428083281","",""
"50737","Crenicichla saxatilis","","",""
"50735","Cichla ocellaris","2037390467","",""
"50733","Astronotus ocellatus","1108491135","",""
"50613","Sarotherodon melanotheron","3043448631","",""
"47969","Oreochromis aureus","2859008511","",""
"46578","Pseudosimochromis marginatus","2892915910","",""
"43689","Simochromis diagramma","2892915908","",""
"40198","Tyrannochromis macrostoma","","",""
"40196","Tylochromis leonensis","","",""
"40195","Maylandia lombardoi","1108491433","",""
"40193","Oreochromis urolepis","1179881744","",""
"40191","Oreochromis esculentus","","",""
"40190","Neolamprologus tretocephalus","2892915992","",""
"40189","Neolamprologus leleupi","","",""
"40184","Haplochromis pyrrhocephalus","","",""
"40171","Astatoreochromis alluaudi","1707062012","",""
"40169","Oreochromis alcalicus","","",""
"36785","Melanochromis chipokae","1108491441","",""
"35577","Mchenga thinos","","",""
"35576","Mchenga cyclicos","","",""
"35575","Mchenga conophoros","","",""
"35574","Mchenga eucinostomus","","",""
"34813","Triglachromis otostigma","","",""
"34811","Telmatochromis vittatus","2892915887","",""
"34809","Telmatochromis bifrenatus","2892915898","",""
"34808","Neolamprologus toae","2892915994","",""
"34807","Variabilichromis moorii","334880240","",""
"34806","Neolamprologus longior","2892916016","",""
"34805","Neolamprologus furcifer","2892916020","",""
"34804","Neolamprologus cylindricus","1108491491","",""
"34803","Neolamprologus christyi","2892916024","",""
"34802","Neolamprologus caudopunctatus","2892916025","",""
"34800","Neolamprologus brevis","","",""
"34799","Lamprologus werneri","","",""
"34798","Lamprologus mocquardi","1047412791","",""
"34797","Lamprologus congoensis","","",""
"34794","Chalinochromis brichardi","2892916102","",""
"34793","Altolamprologus compressiceps","2892916131","",""
"34792","Altolamprologus calvus","2892916132","",""
"32515","Xenotilapia sima","1009028413","",""
"32513","Tylochromis polylepis","","",""
"32511","Telmatochromis temporalis","2892915889","",""
"32509","Perissodus microlepis","2892915968","",""
"32508","Neolamprologus tetracanthus","2892915996","",""
"32507","Neolamprologus brichardi","2892916026","",""
"32505","Lethrinops auritus","","",""
"32503","Lepidiolamprologus elongatus","2892916036","",""
"32501","Lamprologus callipterus","2892916049","",""
"32499","Julidochromis marlieri","","",""
"32496","Champsochromis spilorhynchus","","",""
"32494","Chalinochromis popelini","33090415","",""
"32492","Cardiopharynx schoutedeni","2892916104","",""
"32491","Callochromis macrops","2892916114","",""
"32490","Buccochromis lepturus","","",""
"32488","Boulengerochromis microlepis","2892916116","",""
"30882","Cyrtocara moorii","1108491219","",""
"29149","Protomelas similis","","",""
"28827","Pelvicachromis pulcher","1108491533","",""
"28822","Placidochromis milomo","1108491543","",""
"28818","Petrochromis orthognathus","2892915937","",""
"28814","Melanochromis melanopterus","","",""
"28813","Melanochromis simulans","","",""
"28811","Melanochromis heterochromis","","",""
"27783","Cyphotilapia frontosa","1108491207","",""
"27781","Aulonocara hansbaenschi","","",""
"27765","Xenotilapia ochrogenys","2892915738","",""
"27763","Tanganicodus irsacae","2892915902","",""
"27757","Paracyprichromis brieni","","",""
"27755","Ophthalmotilapia ventralis","2892915978","",""
"27753","Xenotilapia tenuidentata","","",""
"27751","Melanochromis auratus","","",""
"27749","Limnochromis auritus","","",""
"27747","Lestradea perspicax","2892916034","",""
"27743","Ectodus descampsii","2892916082","",""
"27741","Cyathopharynx furcifer","2892916090","",""
"27739","Cunningtonia longiventralis","2892916092","",""
"27735","Callochromis pleurospilus","2892916107","",""
"27733","Bathybates ferox","2892916122","",""
"27731","Aulonocranus dewindti","2892916130","",""
"13074","Geophagus steindachneri","1780198810","",""
"8156","Pseudosimochromis babaulti","2892915918","",""
"8154","Astatotilapia calliptera","","",""
"8151","Tropheus polli","627760973","",""
"8150","Tropheus moorii","2892915816","",""
"8149","Tropheus kasabae","","",""
"8148","Tropheus duboisi","2892915837","",""
"8147","Tropheus brichardi","2892915867","",""
"8146","Tropheus annectens","2892915883","",""
"8144","Sarotherodon galilaeus","2642376764","",""
"8142","Oreochromis tanganicae","2892915971","",""
"8141","Oreochromis placidus","1829760255","",""
"8130","Coptodon zillii","2642376528","",""
"8129","Coptodon rendalli","2892915884","",""
"8128","Oreochromis niloticus","2668855049","",""
"8127","Oreochromis mossambicus","2194009186","",""
"8125","Julidochromis regani","2892916055","",""
"8117","Herichthys cyanoguttatus","312614514","",""
